Abington - Abington High,46,57,7,2,  37.0
Abington - Abington High,63,29,13,8,  40.0
Abington - Abington High,36,48,18,3,N/A
Acton-Boxborough - Acton-Boxborough Regional High,340,124,4,1,  54.0
Acton-Boxborough - Acton-Boxborough Regional High,410,47,11,3,  57.0
Acton-Boxborough - Acton-Boxborough Regional High,327,118,17,1,N/A
Agawam - Agawam High,117,185,24,3,  45.0
Agawam - Agawam High,174,98,44,12,  46.0
Agawam - Agawam High,71,130,104,8,N/A
Amesbury - Amesbury High,97,63,11,0,  67.0
Amesbury - Amesbury High,105,35,27,4,  62.0
Amesbury - Amesbury High,65,69,31,2,N/A
Amherst-Pelham - Amherst Regional High,131,93,8,5,  51.0
Amherst-Pelham - Amherst Regional High,164,41,21,10,  51.0
Amherst-Pelham - Amherst Regional High,121,79,16,6,N/A
Andover - Andover High,279,150,6,5,  45.0
Andover - Andover High,349,63,24,6,  57.5
Andover - Andover High,172,185,67,5,N/A
Arlington - Arlington High,222,74,3,0,  55.0
Arlington - Arlington High,235,48,12,1,  61.0
Arlington - Arlington High,143,111,35,0,N/A
Ashburnham-Westminster - Oakmont Regional High School,78,81,5,5,  53.0
Ashburnham-Westminster - Oakmont Regional High School,83,57,24,6,  46.0
Ashburnham-Westminster - Oakmont Regional High School,49,83,26,5,N/A
Ashland - Ashland High,117,57,1,3,  72.0
Ashland - Ashland High,147,27,2,4,  64.0
Ashland - Ashland High,75,75,21,4,N/A
Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,38,185,34,5,  40.0
Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,78,102,67,18,  46.0
Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,51,121,60,11,N/A
Athol-Royalston - Athol High,22,52,12,7,  44.0
Athol-Royalston - Athol High,28,28,22,13,  28.5
Athol-Royalston - Athol High,17,34,28,9,N/A
Attleboro - Attleboro High,171,226,26,8,  58.0
Attleboro - Attleboro High,238,109,51,30,  45.0
Attleboro - Attleboro High,72,197,124,18,N/A
Auburn - Auburn Senior High,86,64,6,0,  42.0
Auburn - Auburn Senior High,102,41,12,1,  39.0
Auburn - Auburn Senior High,40,88,16,0,N/A
Ayer Shirley School District - Ayer Shirley Regional High School,41,42,2,1,  53.5
Ayer Shirley School District - Ayer Shirley Regional High School,49,22,11,5,  59.0
Ayer Shirley School District - Ayer Shirley Regional High School,24,37,15,3,N/A
Bedford - Bedford High,132,59,2,0,  66.0
Bedford - Bedford High,146,36,7,2,  60.0
Bedford - Bedford High,72,95,16,2,N/A
Belchertown - Belchertown High,102,76,6,3,  67.0
Belchertown - Belchertown High,120,42,17,6,  60.0
Belchertown - Belchertown High,78,78,15,5,N/A
Bellingham - Bellingham High School,50,96,11,0,  41.0
Bellingham - Bellingham High School,91,42,21,6,  59.0
Bellingham - Bellingham High School,37,73,40,2,N/A
Belmont - Belmont High,222,75,3,1,  54.0
Belmont - Belmont High,247,52,5,1,  56.5
Belmont - Belmont High,187,79,21,1,N/A
Berkshire Hills - Monument Mt Regional High,73,57,9,0,  62.0
Berkshire Hills - Monument Mt Regional High,72,39,21,5,  49.0
Berkshire Hills - Monument Mt Regional High,31,65,35,1,N/A
Beverly - Beverly High,150,150,13,4,  43.0
Beverly - Beverly High,182,74,51,12,  38.5
Beverly - Beverly High,124,131,46,4,N/A
Billerica - Billerica Memorial High School,150,123,11,2,  52.0
Billerica - Billerica Memorial High School,190,63,28,6,  58.0
Billerica - Billerica Memorial High School,142,111,23,2,N/A
Blackstone Valley Regional Vocational Technical - Blackstone Valley,125,162,6,0,  51.0
Blackstone Valley Regional Vocational Technical - Blackstone Valley,212,61,17,5,  66.0
Blackstone Valley Regional Vocational Technical - Blackstone Valley,113,142,26,3,N/A
Blackstone-Millville - Blackstone Millville RHS,57,52,7,0,  66.0
Blackstone-Millville - Blackstone Millville RHS,72,31,9,4,  58.0
Blackstone-Millville - Blackstone Millville RHS,35,62,10,4,N/A
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,44,149,14,0,  45.0
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,76,76,48,6,  43.0
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,30,113,48,4,N/A
Boston - Another Course To College,5,39,9,1,  44.0
Boston - Another Course To College,21,13,16,4,  62.0
Boston - Another Course To College,0,15,31,2,N/A
Boston - Boston Arts Academy,23,85,10,0,  36.0
Boston - Boston Arts Academy,44,31,38,5,  36.0
Boston - Boston Arts Academy,4,57,40,4,N/A
Boston - Boston Community Leadership Academy,16,98,25,2,  41.0
Boston - Boston Community Leadership Academy,48,46,37,7,  55.0
Boston - Boston Community Leadership Academy,1,53,72,6,N/A
Boston - Boston International  High School,1,22,33,1, 
Boston - Boston International  High School,29,20,7,1, 
Boston - Boston International  High School,0,4,36,10,N/A
Boston - Brighton High,6,119,41,9,  44.0
Boston - Brighton High,34,60,58,25,  51.0
Boston - Brighton High,1,23,91,32,N/A
Boston - Charlestown High,11,93,53,20,  48.0
Boston - Charlestown High,44,51,51,29,  53.0
Boston - Charlestown High,4,30,74,27,N/A
Boston - Community Academy of Science and Health,3,42,27,5,  24.0
Boston - Community Academy of Science and Health,16,30,21,10,  71.5
Boston - Community Academy of Science and Health,0,11,40,9,N/A
Boston - Dorchester Academy,3,39,23,10,  24.5
Boston - Dorchester Academy,14,15,26,19,  31.0
Boston - Dorchester Academy,0,12,21,18,N/A
Boston - East Boston High,26,150,57,26,  42.5
Boston - East Boston High,41,79,91,44,  28.0
Boston - East Boston High,3,54,125,33,N/A
Boston - Excel High School,5,60,32,3,  32.0
Boston - Excel High School,21,26,43,11,  43.5
Boston - Excel High School,4,28,44,11,N/A
Boston - Fenway High School,11,65,8,0,  45.0
Boston - Fenway High School,43,25,14,3,  62.5
Boston - Fenway High School,3,44,30,2,N/A
Boston - Greater Egleston Community High School,1,8,4,0, 
Boston - Greater Egleston Community High School,0,2,7,2, 
Boston - Greater Egleston Community High School,0,2,7,2, 
Boston - Jeremiah E Burke High,8,64,37,7,  38.0
Boston - Jeremiah E Burke High,29,53,28,6,  65.0
Boston - Jeremiah E Burke High,5,23,35,14,N/A
Boston - Lyon Upper 9-12,5,26,3,0,  40.0
Boston - Lyon Upper 9-12,7,11,12,4,  35.0
Boston - Lyon Upper 9-12,0,12,17,3,N/A
Boston - Madison Park High,1,108,84,38,  36.0
Boston - Madison Park High,8,50,115,69,  35.0
Boston - Madison Park High,0,7,153,72,N/A
Boston - Margarita Muniz Academy,8,45,14,6,  51.5
Boston - Margarita Muniz Academy,30,21,15,8,  72.0
Boston - Margarita Muniz Academy,5,27,27,4,N/A
Boston - New Mission High School,13,50,5,0,  45.0
Boston - New Mission High School,29,29,9,1,  73.0
Boston - New Mission High School,9,28,25,1,N/A
Boston - Snowden International School at Copley,3,66,16,3,  32.5
Boston - Snowden International School at Copley,16,38,20,12,  26.5
Boston - Snowden International School at Copley,2,36,43,5,N/A
Boston - The English High,0,54,28,24,  33.0
Boston - The English High,14,25,32,37,  60.0
Boston - The English High,5,24,38,24,N/A
Boston - Urban Science Academy,8,72,9,1,  55.0
Boston - Urban Science Academy,20,38,26,4,  55.0
Boston - Urban Science Academy,2,21,53,15,N/A
Boston - West Roxbury Academy,10,61,40,4,  33.0
Boston - West Roxbury Academy,12,35,47,21,  36.0
Boston - West Roxbury Academy,1,26,57,18,N/A
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,3,16,7,1, 
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,5,5,13,3, 
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,0,0,5,5,N/A
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,5,46,17,2,  37.5
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,7,25,22,16,  26.0
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,0,13,32,11,N/A
Bourne - Bourne High School,54,66,6,3,  57.0
Bourne - Bourne High School,65,44,13,8,  41.0
Bourne - Bourne High School,36,58,17,7,N/A
Braintree - Braintree High,215,146,11,6,  50.0
Braintree - Braintree High,269,91,19,6,  40.0
Braintree - Braintree High,162,157,35,7,N/A
Bridgewater-Raynham - Bridgewater-Raynham Regional,132,179,25,2,  39.0
Bridgewater-Raynham - Bridgewater-Raynham Regional,204,85,34,17,  44.0
Bridgewater-Raynham - Bridgewater-Raynham Regional,97,172,42,8,N/A
Bristol County Agricultural - Bristol County Agricultural High,45,66,4,0,  45.0
Bristol County Agricultural - Bristol County Agricultural High,77,29,7,2,  63.0
Bristol County Agricultural - Bristol County Agricultural High,41,62,10,0,N/A
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,71,233,23,0,  47.0
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,146,117,59,7,  61.5
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,35,154,116,3,N/A
Brockton - Brockton Champion High School,1,10,4,1, 
Brockton - Brockton Champion High School,1,3,8,4, 
Brockton - Brockton Champion High School,0,2,6,2,N/A
Brockton - Brockton High,309,517,118,34,  64.0
Brockton - Brockton High,391,252,217,112,  64.0
Brockton - Brockton High,128,418,276,81,N/A
Brockton - Edison Academy,1,5,4,0, 
Brockton - Edison Academy,1,2,3,7, 
Brookline - Brookline High,279,120,11,3,  59.0
Brookline - Brookline High,329,62,16,7,  50.5
Brookline - Brookline High,216,131,45,6,N/A
Burlington - Burlington High,126,114,5,0,  54.0
Burlington - Burlington High,147,72,22,3,  38.0
Burlington - Burlington High,67,114,53,1,N/A
Cambridge - Cambridge Rindge and Latin,155,207,42,7,  42.0
Cambridge - Cambridge Rindge and Latin,228,108,58,15,  59.0
Cambridge - Cambridge Rindge and Latin,125,145,96,16,N/A
Canton - Canton High,118,82,8,2,  44.5
Canton - Canton High,135,54,17,5,  46.0
Canton - Canton High,108,72,22,2,N/A
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,35,120,15,0,  53.5
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,62,65,32,10,  62.0
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,26,79,30,11,N/A
Central Berkshire - Wahconah Regional High,50,68,3,0,  61.0
Central Berkshire - Wahconah Regional High,71,35,13,2,  62.0
Central Berkshire - Wahconah Regional High,53,47,14,1,N/A
Chelmsford - Chelmsford High,287,118,4,2,  61.5
Chelmsford - Chelmsford High,324,62,16,7,  67.0
Chelmsford - Chelmsford High,178,181,35,8,N/A
Chelsea - Chelsea High,54,162,40,19,  48.0
Chelsea - Chelsea High,70,94,72,47,  29.0
Chelsea - Chelsea High,50,110,84,24,N/A
Chicopee - Chicopee Comprehensive High School,76,209,48,16,  30.0
Chicopee - Chicopee Comprehensive High School,98,120,92,40,  26.0
Chicopee - Chicopee Comprehensive High School,26,129,138,36,N/A
Chicopee - Chicopee High,50,154,42,2,  28.0
Chicopee - Chicopee High,77,73,71,31,  37.0
Chicopee - Chicopee High,27,81,87,13,N/A
City On A Hill Charter Public (District) - City On A Hill Charter Public School,14,29,5,0,  63.0
City On A Hill Charter Public (District) - City On A Hill Charter Public School,26,18,4,1,  81.0
City On A Hill Charter Public (District) - City On A Hill Charter Public School,3,24,7,3,N/A
Clinton - Clinton Senior High,31,60,8,2,  47.0
