2013, Abington, 0.0, 0.0, 4.8, 0.0, 0.0, 0.0, 2.4
2013, Agawam, 0.0, 0.0, 9.8, 9.1, 0.0, 0.0, 1.2
2013, Amesbury, 0.0, 11.1, 4.0, 0.0, 0.0, 0.0, 1.2
2013, Andover, 0.0, 0.0, 2.5, 2.2, 0.0, 0.0, 0.2
2013, Arlington, 10.0, 0.0, 4.3, 3.8, 0.0, 0.0, 0.8
2013, Ashland, 0.0, 0.0, 3.8, 6.7, 0.0, 0.0, 0.5
2013, Attleboro, 3.4, 0.0, 1.1, 3.6, 0.0, 0.0, 1.6
2013, Auburn, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4
2013, Avon, 1.3, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8
2013, Barnstable, 2.4, 2.4, 1.0, 8.5, 11.1, 0.0, 2.1
2013, Bedford, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8
2013, Belchertown, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
2013, Bellingham, 14.3, 0.0, 6.3, 0.0, 0.0, 0.0, 0.7
2013, Belmont, 1.7, 1.6, 0.0, 0.0, 0.0, 0.0, 0.4
2013, Beverly, 0.0, 0.0, 2.2, 5.6, 0.0, 0.0, 1.1
2013, Billerica, 0.0, 0.0, 3.3, 0.0, 0.0, 0.0, 1.7
2013, Boston, 5.5, 1.5, 6.8, 6.3, 0.0, 9.1, 3.8
2013, Bourne, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 2.4
2013, Braintree, 0.0, 0.0, 2.2, 0.0, 0.0, 0.0, 0.6
2013, Brockton, 4.1, 1.8, 4.9, 1.1, 0.0, 0.0, 3.2
2013, Brookline, 2.2, 0.0, 0.5, 0.0, 0.0, 0.0, 0.7
2013, Burlington, 0.0, 0.0, 0.0, 2.8, 0.0, 0.0, 0.6
2013, Cambridge, 1.4, 0.0, 4.2, 0.0, 0.0, 0.0, 0.8
2013, Canton, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9
2013, Carver, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2
2013, Chelmsford, 2.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3
2013, Chelsea, 5.2, 2.7, 7.3, 0.0, 0.0, 0.0, 2.7
2013, Chicopee, 1.2, 0.0, 7.1, 3.6, 0.0, 0.0, 2.9
2013, Clinton, 0.0, 0.0, 1.9, 0.0, 0.0, 0.0, 1.4
2013, Cohasset, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3
2013, Danvers, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.2
2013, Dartmouth, 0.0, 0.0, 5.9, 7.7, 0.0, 0.0, 1.0
2013, Dedham, 5.0, 0.0, 4.3, 0.0, 0.0, 0.0, 0.9
2013, Douglas, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1
2013, Dracut, 0.0, 7.0, 2.6, 0.0, 0.0, 0.0, 2.3
2013, Duxbury, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2013, East Bridgewater, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
2013, Easthampton, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
2013, East Longmeadow, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5
2013, Easton, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.3
2013, Everett, 1.4, 0.0, 4.1, 10.5, 0.0, 0.0, 2.5
2013, Fairhaven, 14.3, 0.0, 4.8, 9.1, 0.0, 0.0, 2.7
2013, Fall River, 6.3, 2.6, 5.4, 0.0, 0.0, 0.0, 5.4
2013, Falmouth, 2.6, 0.0, 8.3, 0.0, 0.0, 0.0, 1.4
2013, Fitchburg, 8.2, 0.0, 7.9, 0.0, 0.0, 0.0, 4.3
2013, Foxborough, 2.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1
2013, Framingham, 7.2, 0.8, 4.5, 6.7, 0.0, 0.0, 1.7
2013, Franklin, 6.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3
2013, Gardner, 11.8, 0.0, 5.0, 13.3, 0.0, 0.0, 5.2
2013, Georgetown, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5
2013, Gloucester, 7.1, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8
2013, Grafton, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 1.2
2013, Granby, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2013, Greenfield, 20.0, 0.0, 8.9, 0.0, 0.0, 0.0, 3.6
2013, Hadley, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7
2013, Hanover, 11.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1
2013, Harvard, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2013, Hatfield, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2013, Haverhill, 6.8, 0.0, 7.4, 0.0, 0.0, 0.0, 4.1
2013, Hingham, 13.3, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
2013, Holbrook, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2013, Holliston, 0.0, 0.0, 5.9, 0.0, 0.0, 0.0, 0.1
2013, Holyoke, 2.0, 0.0, 7.7, 0.0, 0.0, 0.0, 2.8
2013, Hopedale, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9
2013, Hopkinton, 0.0, 0.0, 5.9, 0.0, 0.0, 0.0, 0.1
2013, Hudson, 0.0, 0.0, 4.5, 0.0, 0.0, 0.0, 0.4
2013, Hull, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9
2013, Ipswich, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4
2013, Lawrence, 3.3, 0.0, 4.8, 0.0, 0.0, 0.0, 3.6
2013, Lee, 0.0, 0.0, 4.5, 0.0, 0.0, 0.0, 2.5
2013, Leicester, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8
2013, Lenox, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5
2013, Leominster, 0.0, 1.5, 2.2, 0.0, 0.0, 0.0, 0.8
2013, Lexington, 1.2, 0.2, 0.0, 1.4, 0.0, 0.0, 0.2
2013, Littleton, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2
2013, Longmeadow, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2013, Lowell, 1.4, 4.3, 4.7, 5.6, 0.0, 0.0, 3.0
2013, Ludlow, 5.6, 0.0, 1.6, 0.0, 0.0, 0.0, 0.7
2013, Lunenburg, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5
2013, Lynn, 3.5, 2.6, 5.4, 4.1, 0.0, 0.0, 3.0
2013, Lynnfield, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2013, Malden, 2.2, 1.3, 2.8, 4.8, 0.0, 0.0, 2.1
2013, Mansfield, 0.0, 1.8, 0.0, 0.0, 0.0, 14.3, 0.4
2013, Marblehead, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4
2013, Marlborough, 0.0, 0.0, 2.3, 0.0, 0.0, 0.0, 2.1
2013, Marshfield, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9
2013, Mashpee, 0.0, 0.0, 0.0, 5.0, 6.9, 0.0, 2.3
2013, Maynard, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2
2013, Medfield, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1
2013, Medford, 3.4, 2.6, 1.7, 4.5, 0.0, 0.0, 1.6
2013, Medway, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
2013, Melrose, 3.2, 0.0, 3.0, 0.0, 0.0, 0.0, 0.4
2013, Methuen, 3.4, 1.6, 4.3, 0.0, 0.0, 0.0, 1.5
